restaurant_code,reviewer_name,reviewer_avg_score,reviewer_rv_cnt,reviewer_follower_cnt,reviewer_score,taste_level,price_level,service_level,review_content,review_menu,keywords
74,내꿈은,5.0,11,1,5점,2,2,2,"튀김, 국물, 면까지 완벽한 곳 🍜✨
히레카츠는 부드러우면서 튀김이 바삭하고, 로스카츠는 씹을수록 깊은 맛이 났다. 김치카츠나베 국물은 얼큰하면서 감칠맛이 도는 게 최고였고, 모둠카츠는 여러 부위를 한 번에 맛볼 수 있어서 선택장애 해결!
모밀소바까지 곁들이니 튀김의 바삭함과 시원한 국물이 완벽한 밸런스를 이루었다. 보라매병원돈까스, 신대방삼거리맛집으로 강추! 🚀🔥ㅔ","안심 돈카츠(히레),김치 카츠 나베,등심 돈카츠(로스)","점심식사,저녁식사,식사모임,혼밥,데이트,기념일,숨은맛집,캐주얼한,고급스러운,푸짐한,무료주차"
74,브레드kim,5.0,31,1,5점,2,2,2,"한 끼 제대로 먹고 싶다면 여기! 🍽️✨
히레카츠와 로스카츠의 차이를 확실하게 느낄 수 있었고, 모둠카츠로 다양한 부위를 한 번에 즐길 수 있어 좋았다. 김치카츠나베 국물이 진하고 깊어서 튀김과의 조화가 최고였고, 모밀소바는 튀김의 바삭함을 살려줘서 돈까스와 찰떡궁합이었다.
깔끔한 매장과 친절한 직원들 덕분에 더욱 만족스러운 식사였다. 신대방삼거리돈까스, 보라매공원맛집으로 강력 추천! 🚀🔥","안심 돈카츠(히레),김치 카츠 나베","배달,아이동반,식사모임,저녁식사,점심식사,혼밥,접대,회식,기념일,가족외식,숨은맛집,서민적인,캐주얼한,지역주민이찾는,푸짐한,가성비좋은,예쁜"
74,가즈아안,5.0,12,1,5점,2,2,2,"치즈돈까스가 이렇게 맛있을 수 있다고?! 😍🧀
SNS에서 핫하길래 방문했는데, 치즈가 ‘쭈~욱’ 늘어나면서 고소한 풍미가 최고였어요! 🤤💥
특히 히레카츠의 바삭함과 치즈의 부드러움이 완벽한 조합! 김치카츠나베우동도 같이 먹었는데, 국물까지 완벽! 🍜🔥
신대방돈까스, 보라매공원맛집, 가성비 좋은 줄서는맛집 인정합니다! 🚀✨","안심 돈카츠(히레),특 모둠 카츠,치킨카츠(토리카츠),모둠 돈카츠","점심식사,저녁식사,혼밥,데이트,기념일,숨은맛집,고급스러운,푸짐한,깔끔한,무료주차"
74,가리는거많은도비,4.3,29,0,4.5점,2,1,1,"음식 맛있구요. 언제 어느 시간에 방문하든 사람이 많은 곳이에요. 사람은 많지만 서비스, 음식 퀄리티는 일정해서 좋아합니다. 특히 히레카츠가 부드러워서 너무 맛있어요 
+ 주차는 불편하니(2자리 내지 3자리 외에 주차불가) 도보 방문 추천드립니다.","안심 돈카츠(히레),김치 카츠 나베,치즈롤 돈카츠","아이동반,배달,점심식사,저녁식사,식사모임,혼밥,데이트,가족외식,캐주얼한,깔끔한,지역주민이찾는,무료주차,주차불가"
74,뭉뭉신,5.0,4,0,5점,2,2,2,"평일 낮에도 웨이팅이 있을 정도로 인기🔥 있는 곳이었다. 대기 공간이 따로 마련되어 있어 기다리는 동안 불편함이 없었고, 테이블 회전율도 빨랐다.
김치카츠나베는 깊고 진한 국물 덕분에 튀김과의 조합이 좋았고, 모밀소바는 가벼운 식사를 원할 때 곁들이기 적절한 메뉴였다. 전반적으로 음식의 완성도가 높았고, 매장도 깔끔해 신뢰가 갔다. 신대방삼거리에서 웨이팅을 감수할 만큼 가치 있는 곳이다.","안심 돈카츠(히레),모둠 돈카츠,김치 카츠 나베,순메밀 자루소바","아이동반,점심식사,저녁식사,혼밥,데이트,기념일,가족외식,캐주얼한,가성비좋은,조용한,푸짐한,깔끔한,지역주민이찾는,숨은맛집,무료주차,개별룸,혼밥 존"
74,몽키스패너,5.0,10,2,5점,2,2,2,"다양한 메뉴로 유명한 카츠디나인 신대방삼거리 본점을 방문했습니다! 🍽️🍜
인스타그램과 페이스북에서 핫플로 소문난 만큼, 돈까스의 ‘바삭! 쫄깃!’한 식감과 함께 김치카츠나베우동, 카츠산도 등 메뉴 하나하나가 감동적이에요! 🤩💥
포장맛집으로도 인정받은 이곳은 깔끔한 청결도와 위생 상태에 마음이 놓입니다! 😌🚻
신대방돈까스, 보라매병원돈까스, 가성비 맛집으로 강력 추천! 👍🎉😄💫😊","안심 돈카츠(히레),비프 카레 돈카츠,등심 돈카츠(로스)","점심식사,혼밥,데이트,가족외식,캐주얼한,가성비좋은,푸짐한,무료주차"
74,비날,5.0,8,0,5점,2,2,2,"치즈가 핵심! 치즈돈까스 맛집 카츠디나인 신대방삼거리 본점! 🍽️🧀
돈까스 한 입 먹자마자 ‘바삭!’ 소리와 함께 치즈가 ‘쭈~욱’ 늘어나면서 풍미 폭발! 🤤💥
김치카츠나베우동, 자루소바, 카레돈까스까지 다양하게 즐길 수 있어서 메뉴 선택도 즐거웠어요! 🎉🔥
신대방삼거리맛집, 가성비 갑, 줄서는맛집으로 강력 추천합니다! 🚀💯","모둠 돈카츠,안심 돈카츠(히레),김치 카츠 나베","점심식사,저녁식사,가족외식,회식,데이트,고급스러운,숨은맛집,가성비좋은,조용한,무료주차"
74,우리의나날,4.5,420,2,5점,2,1,2,기대안했는데 대박 맛있는 카츠 맛집. 저는 로스카츠보다 히레카츠가 더 맛있었네요. 신대방삼거리 돈카츠맛집 인정이요~!,"프리미엄 특로스 카츠,안심 돈카츠(히레)","저녁식사,캐주얼한"
74,이시국먹방러,3.6,272,3,3점,1,1,2,"매장앞 2자리 주차가능, 캐치테이블 웨이팅 가능합니다. 좌석간 간격 넓고 1인석부터 6인석까지 있습니다. 안심까스는 부드러우나 잡내가 살짝 났고, 등심까스는 지방부위에서도 잡내가 전혀 없었으나 조금 뻑뻑했습니다.","안심 돈카츠(히레),등심 돈카츠(로스)","혼밥,식사모임,저녁식사,점심식사,지역주민이찾는,캐주얼한,깔끔한,무료주차"
74,두부엄마,4.3,70,4,5점,2,2,2,"재방문의사 100동네 숨은 맛집인데 유명세타서 웨이팅있음(주말기준 30분 이상인듯)안심카츠는 정돈 등 타 돈까스보다 맛나고 무엇보다 소금, 트러플오일, 돈까스소스 등등 한가지 돈까스를 다른 맛으로 느낄 수 있는 옵션이 훌륭다른 카레나 김치나베돈까스도 맛남 추천~!","모둠 돈카츠,안심 돈카츠","아이동반,점심식사,저녁식사,식사모임,혼밥,숨은맛집,서민적인,캐주얼한"
74,오이싫어오이,4.8,324,5,5점,2,2,2,"신대방 1대장 돈까스집 오랜만에 왔어요
진짜 개존맛이라 더이상 설명이 필요없음",모둠 돈카츠,"저녁식사,격식있는,예쁜,깔끔한,지역주민이찾는,무료주차"
74,생갈치1호의행방불명,3.6,262,3,4.5점,2,1,2,진짜 너무너문 마싯어요 ㅠㅠ 오픈런하면 대기ㅜ없이 먹을 수 있습니다 돈가스가 미쳣어요,모둠 돈카츠,"점심식사,저녁식사,식사모임,혼밥,숨은맛집,지역주민이찾는"
74,맛집e좋아,4.9,265,3,5점,2,2,2,"분위기 조용하면서 깔끔하고, 치즈롤 돈가스 진짜 맛있었어요👍",치즈롤 돈카츠,"점심식사,혼밥,데이트,조용한,깔끔한"
74,령쿠,4.9,8,0,5점,2,2,2,너무 맛있어요! 양도 많고! 특히나 매장이 넓고 쾌적해서 놀랐어요~~ 친절하신건 덤!!,"안심 돈카츠,돈카츠 카레","점심식사,숨은맛집,대기장소"
74,블룸39,4.9,7,1,5점,2,2,2,,"안심 돈카츠(히레),특 모둠 카츠,치즈롤 돈카츠","아이동반,점심식사,저녁식사,데이트,가족외식,숨은맛집,고급스러운,가성비좋은,조용한,깔끔한,지역주민이찾는,무료주차"
74,felicity,4.0,109,6,3점,1,1,1,"모둠 카츠와 카레를 주문해서 먹었습니다.
카레 정식은 비추천해요.  오랜만에 카레가 너무 먹고 싶어서 
주문했는데 카레도 같이 나온 카츠도 별로였네요
모둠 카츠에 있는 돈까스는 괜찮았어요","모둠 돈카츠,돈카츠 카레","데이트,저녁식사,캐주얼한"
74,"다코미식가
뿌우",3.8,529,64,5점,2,2,2,돈까스가 아주 바삭하고 맛있어요. 근래 먹어본 돈까스 중에 제일 맛있습니다. 종종 재방문할것 같아요.,"돈카츠,돈카츠카레","점심식사,저녁식사,데이트,숨은맛집,캐주얼한,깔끔한,지역주민이찾는"
74,건들면물어요,4.6,175,0,5점,2,1,2,신대방삼거리 깔끔한 돈까스 일식 맛집~ 맥주랑 같이 먹으면 아주 맛이뜸🤍,"안심 돈카츠(히레),쫄면","점심식사,식사모임,캐주얼한,격식있는,조용한,예쁜,깔끔한,무료주차"
74,카딩,5.0,14,1,5점,2,2,2,,모둠 돈카츠,"저녁식사,지역주민이찾는,가성비좋은,푸짐한"
75,서나라구,4.5,233,4,5점,2,2,2,"사장님 친절하셨고 사진찍을수 있도록 건내주는 조명에 감동 ㅎㅎ 음식 맛있었고
바 식으로 되있어서 단체로는 못갈듯해요","두부가지라구요,대가리비 조개 새우술찜 파스타추가","저녁식사,식사모임,혼술,데이트,기념일,가족외식,접대,고급스러운,격식있는,푸짐한,조용한,깔끔한,예쁜,지역주민이찾는,주차불가"
75,먼지님,4.5,532,47,5점,2,2,2,처음 가봤는데 사장님 친절하게 설명해셨어요 기분좋게 동생이랑 잘먹고 왔습니다,"두부가지라구요,해물 모든 짬뽕파스타","술모임,숨은맛집"
75,"다코미식가
김지연",4.5,587,142,5점,2,2,2,"신대방동 보라매자이더포레스트 상가 이자카야 맛집!다찌석만 있는데 오붓하게 술한잔 기울이기 좋고
메뉴 리스트가 그날그날 제철에 따라 바뀌는데
가성비가 훌륭하다. 안주 가격이 무려 1~2만원대!!사진은 시마아지(흑점줄무늬 전갱이) 사시미와
생대구 맑은탕.
귀하디 귀한 시마아지 사시미를 
사장님이 다찌 앞에서 직접 떠주시는데
마치 오마카세를 먹는 듯한 느낌이 들었다. 
고소하다 못해 기름진 맛이 일품이었던 시마아지 사시미. 생대구 맑은탕도 개운한 것이 해장용으로도 일품. 1인 식당임에도 안주가 꽤 빨리 세팅되는 편이고 
전통주 리스트가 다양한 것도 장점!!주차도 상가에 가능","잿방어사시미,생대구맑은탕,니모메전통주","저녁식사,술모임,데이트,혼술,숨은맛집,가성비좋은,깔끔한,캐주얼한,무료주차"
75,riribb,5.0,1,0,5점,2,2,2,"동네에서 제일 좋아하는 술집이예요~
데이트로도 좋고 혼술가기도 좋은 분위기에 안주도 다맛있어요 사장님도 너무 친절하셔서 갈때마다 기분좋은곳! 무조건 추천!","우니단새우관자삼합,돈페이야끼","혼술,데이트,숨은맛집,가성비좋은,깔끔한,남녀구분화장실"
75,맛집마니아아,3.7,139,0,5점,2,1,2,동네 숨은 맛집이에요. 사장님이 친절하고 맛도 좋아서 기념일에 방문하기 딱 좋습니다.,"대가리비 새우술찜,계절 모듬 사시미","혼술,데이트,기념일,숨은맛집,조용한,지역주민이찾는"
75,안쓰러운샐러드소스,5.0,117,1,5점,2,1,2,항상 먹는 두가지메뉴!! 사시미 너어무 신선하고 두껍고 최고 맛있어요ㅠㅠㅠ 설명도 잘해주셔요 친절한 사장님!!,"계절 모듬 사시미,돈페이야키","저녁식사,혼술,데이트,숨은맛집,깔끔한"
76,건들면물어요,4.6,175,0,5점,2,0,2,마라샹궈.. 맛있고 크림새우가 아주 맛있으니 반드시 드십시오.. 공기밥 무료이고 자꾸 생각납니다..🙆🏻‍♀️,"마라샹궈,크림새우","저녁식사,가족외식,서민적인,조용한"
76,맛집마니아아,3.7,139,0,3점,1,1,1,친구와 점심시간에 방문했어요 마라맛 강하게 요청하니 추가요금이 있었어요 여러 마라탕집 가봤지만 추가요금은 처음이라 조금 당황했지만 ㅎㅎ 맛있게 먹었어요 꿔바로우는 쏘쏘,"마라탕,마라샹궈","배달,혼밥,데이트,캐주얼한"
77,서나라구,4.5,233,4,5점,2,2,2,"매장은 작지만 나름 홀도 있어요
저희는포장해서 노래방가서 먹었어요
따뜻하고 바삭하니 정말맛있었어요","크리스피치킨,새우볼","배달,아이동반,저녁식사,혼술,혼밥,가족외식,간식,데이트,숨은맛집,서민적인,가성비좋은,조용한,예쁜,지역주민이찾는,푸짐한,깔끔한,주차불가"
77,먼지님,4.5,532,47,5점,2,2,2,간만에 치킨먹고싶어서 매장가서 먹었어요 계속 배달로만 먹다가 직접가서 먹어서 더 맛나게 먹었어요,크리스피치킨,"저녁식사,술모임,서민적인,주차불가"
78,비모귀여웡,5.0,485,2,5점,2,2,2,식빵이찰지고 넘  맛있어요 순식간에 다 먹었어요 가격도 착하고 좋습니다,옥수수식빵,"데이트,간식"
78,우리의나날,4.5,420,2,4점,2,1,2,새로 다시 생긴 찰찰보리식빵 너무 반가워서 첫날방문. 맛있어요. 근데 크기가 작아졌어요.,"밤식빵,찹쌀쫄깃식빵","간식,가성비좋은"
79,해밭,4.0,1111,3,4점,2,2,1,"신대방삼거리 성대시장에 있는 떡볶이 집입니다
맛있고 가성비 있어요",떡튀순,"혼밥,서민적인,주차불가"
79,잉치킨,4.3,212,3,3점,1,1,2,"1인세트(?)처럼 다양하게 먹을 수 있는 메뉴가 있어서ㅜ좋으나
튀김은 너무 바싹 튀겨져 튀김옷이 딱딱해요. 어묵은 덜 불렸고요. 순대도 그냥...떡볶이도 그냥..","떡볶이,순대,튀김,어묵","점심식사,저녁식사,간식,서민적인"
79,felicity,4.0,109,6,3점,1,1,1,"초등학생 시절에 맛있게 먹은 떡볶이가 생각나는 맛
사장님도 친절해요","떡튀순,떡볶이","저녁식사,혼밥,데이트,간식,서민적인,캐주얼한"
80,김은댕,4.6,217,3,5점,2,2,2,수제버거가 엄청 푸짐하고 사이드도 다양해서 골라먹는재미가 있음.,"양념감자(멕시칸칠리),스위트포테이토,코울슬로,(아메리칸치즈) 클래식 치즈 버거,(아메리칸치즈)더블 클래식 치즈 버거","데이트,점심식사,가성비좋은,푸짐한,서민적인"
80,해롱,4.9,779,1,5점,2,2,2,기본은 사이즈가 좀 작아서 하나로 부족하니까 꼭 빅으로 시켜먹는다,에그베이컨버거,"데이트,기념일,간식,지역주민이찾는"
81,서나라구,4.5,233,4,3점,1,1,1,"가게는 작지만 손님들 꽤있었어요
자리서 구워먹는줄 알았는데 주방서 다 익혀나옵니다.
처음엔 먹을만했는데 먹을수록 기름이 많아져 맛이 좀,,,볶음밥이 닭갈비보다 괜찮아유",유가네닭갈비,"아이동반,점심식사,저녁식사,식사모임,술모임,혼밥,혼술,데이트,기념일,가족외식,배달,실버푸드,서민적인,캐주얼한,가성비좋은,격식있는,시끌벅적한,깔끔한,지역주민이찾는,고급스러운,숨은맛집"
81,해롱,4.9,779,1,5점,2,2,2,키오스크로 주문 가능해서 편리하고 매장이 깔끔래서 재방문 의사 있음,유가네닭갈비,"점심식사,저녁식사,식사모임,술모임,지역주민이찾는"
81,참치뱃살,3.5,11,0,3점,1,1,1,"매번 걸때마다 빈자리가 있는데 자리 안치워줘서 대기합니다 정신없는 분위기고 배달,포장이 많아서 홀에 소홀한 느낌","유가네닭갈비,닭야채철판볶음","점심식사,저녁식사,서민적인,캐주얼한,시끌벅적한"
81,먼지님,4.5,532,47,3점,1,2,1,"너무너무 느끼해서 먹다 말았어요
기름이 너무 많네요
볶음밥도 느끼했지만 닭갈비보단 먹을만 했어요",콘치즈닭갈비,"저녁식사,시끌벅적한"
82,서나라구,4.5,233,4,5점,2,2,2,"매장은 작으나 빵들이 맛있어요
두번째방문에  멤버쉽 가입하고옴 ㅋㅋ",파빵,"점심식사,저녁식사,실버푸드,기념일,데이트,혼카페,간식,차모임,숨은맛집,서민적인,캐주얼한,고급스러운,가성비좋은,푸짐한,예쁜,조용한,지역주민이찾는,깔끔한,이국적/이색적"
82,먼지님,4.5,532,47,4점,2,2,2,"빵이 맛나네요
자주 애용할것 같아요
잘 먹었습니다  담에 또 먹어야겠어요","크로와상,소세지빵","저녁식사,서민적인,주차불가"
82,애플샤베뜨,5.0,2,1,5점,2,0,2,,맘모스,"간식,고급스러운"
83,건들면물어요,4.6,175,0,4.5점,2,2,2,깔끔하게 샤브샤브 혼밥할수 있어요. 공간이 아담하지만 맛있음!!,샤브로21 샤브샤브,"점심식사,저녁식사,서민적인,깔끔한"
84,먼지님,4.5,532,47,5점,2,2,2,"할머니께서 운영하시는데 할머니 동생분도 같이 하시더라구요 아들도 같이 하구요
고기에 양념되어있어서  맛나요
상추는 안주시구요 서비스로 김치찌개 나오는데 정말 김찌 맛집이에요
김찌 덕분에 고기가 덜 느끼하고  잘넘어가요","소갈비살,소금구이,껍데기,공기밥","저녁식사,술모임,서민적인,시끌벅적한,가성비좋은,주차불가"
84,서나라구,4.5,233,4,5점,2,1,1,"이집은 고기보단 김치찌개 먹으러 가는곳이에요
소갈비살 시켯는데 좀 고기에서 
피비린내가 나긴했어요
찌개랑 먹거나 바싹구우면 괜찮긴한데 다음부턴걍 
돼지소금구이 먹으려구요",소갈비살,"데이트,기념일,점심식사,저녁식사,식사모임,술모임,회식,가족외식,숨은맛집,서민적인,시끌벅적한,지역주민이찾는"
85,먼지님,4.5,532,47,3점,1,2,2,"닭발 좋아해서.갔봤어요
음 근데 쫌 짜곶그닥 맛은… 
가격은 저렴한 편이고 양은 많아요",A세트,"술모임,시끌벅적한"
86,먼지님,4.5,532,47,3점,2,0,2,"두쫀쿠 하도 난리라 사봤어요
음 너무너무 비싸긴 해요 다신 그돈주고 안먹을듯하네요
맛은 좋아요",두쫀쿠,포장
87,건들면물어요,4.6,175,0,5점,2,2,2,볶음밥에 곱창까지 싹싹 먹었어요~~ 늘 정겨운 동대문곱창!!!,"알곱창,곱창볶음","저녁식사,데이트,서민적인,캐주얼한,가성비좋은"
87,을지로직장인,4.4,452,19,5점,2,2,2,돼지알곱창 넘 담백하고 맛나요 가성비 술안주 찾는 분들 추천!,알곱창,"술모임,숨은맛집,서민적인"
88,야나두,3.6,376,4,4점,1,2,1,"시장 입구에 있는 작은 빵집이에요
가격이 너무너무 착해서 많이 사도 메이커 빵집에 서너개 산 가격이라 늘 만족합니다
싸다고 맛없는것도 아니고요 번창하세여","앙금빵,소금빵","아침식사,간식,서민적인"
89,우리의나날,4.5,420,2,5점,2,2,2,부산식 떡볶이맛집! 떡볶이가 다르네요 감칠맛이 강하달까. 순대맛있고 튀김은 쏘쏘. 매장에서 먹었는데 선풍기바람때문에 음식이 식어서 아쉬웠어요.,장뜰풀세트,"저녁식사,서민적인,캐주얼한"
90,먼지님,4.5,532,47,5점,2,2,2,"일끝나고 가게 식구들하고 한잔하면서 주문해서 먹었어요
고기가 야들야들 맛나네요",족발,"배달,술모임,푸짐한"
91,건들면물어요,4.6,175,0,5점,2,1,1,닭발이 맛있고 사장님이 친절하심. 매콤한데 계란죽이랑 먹으면 잘 해소되는 편임,"국물닭발(통뼈),계란죽","술모임,서민적인,푸짐한,시끌벅적한"
92,카딩,5.0,14,1,5점,2,2,2,"뭉텅의 주먹구이, 그야말로 신의 한 수입니다. 두툼한 고기가 숯불에 구워져 나올 때부터 이미 비주얼이 남달랐어요. 한입 먹어보니 바삭한 겉면과 촉촉한 속살의 조화가 완벽! 육즙 가득한 삼겹살도 정말 만족스러웠습니다. 반찬들도 깔끔하고, 특히 명이나물과 함께 먹으니 감칠맛이 배가되더군요. 넓은 매장 덕분에 줄 서지 않고 바로 먹을 수 있었던 점도 좋았습니다. 신대방삼거리 고기 맛집으로 추천!","뭉텅 주먹구이 큰접시(700g),두부한모 청국장,뭉텅 시그니처 특밥(2인)","아이동반,저녁식사,식사모임,기념일,데이트,서민적인,가성비좋은"
92,뭉뭉신,5.0,4,0,5점,2,2,2,동네에서 돼지고기 맛집으로 알려져서 가족들이랑 왔는데 분위기가 완전 내스타일!!  고기랑 사이드메뉴까지 너무 완벽했네요^^,"뭉텅 주먹구이 큰접시(700g),뭉텅 시그니처 특밥(2인),두부한모 청국장,뭉텅 국물 비빔 쫄면,매콤 오돌뼈 볶음밥,수제 소세지(150g),시나몬 껍데기(한대접),야채구이,화요","아이동반,저녁식사,식사모임,술모임,가족외식,숨은맛집,지역주민이찾는,가성비좋은,시끌벅적한,서민적인,동네맛집,레트로,콜키지무료"
92,misik88,4.0,278,1,4.5점,2,1,2,친절하고 맛있어요. 웨이팅 있었지만 기다릴만했어요. 고기 맛있어요.,"오이몽땅국수(비빔국수),뭉텅 육즙 삼겹살(150g),가브리살(150g)/당일 한정판매,두부한모 청국장","저녁식사,식사모임,시끌벅적한,주차불가"
92,먼지님,4.5,532,47,5점,2,2,2,"고기 정말 맛나게 먹었어요 육즙이 살아 있어서 더 맛있었어요 김치도
맛나고 궁채 장아찌도 맛났어요","두부한모 청국장,한정 특수부위(150g),시나몬 껍데기(한대접)","저녁식사,술모임,숨은맛집"
92,가즈아안,5.0,12,1,5점,2,2,2,신대방삼거리역 근처에서 가장 맛있는 고깃집. 가족모임이나 회사모임도 좋을 것같아요,"뭉텅 주먹구이 큰접시(700g),뭉텅 시그니처 특밥(2인),두부한모 청국장","아이동반,저녁식사,회식,가족외식,서민적인,지역주민이찾는,주차불가"
92,건들면물어요,4.6,175,0,5점,2,2,2,깔끔하고 첫판 고기는 구워주시는데 육즙이 맛있었어요~~ 담에또오고싶음,뭉텅 주먹구이 한접시(500g),"저녁식사,데이트,가족외식,서민적인"
92,김감자귤,4.8,80,0,4점,2,1,1,고기 무난하게 맛있는데 청국장이 진짜 밥도둑입니다. 느끼함 싹 잡아줘요,"뭉텅 육즙 삼겹살(150g),두부한모 청국장","점심식사,회식,지역주민이찾는"
92,밍민,4.8,232,2,4.5점,2,2,2,"고기 질이 좋고 파,감자,버섯 같이 구워먹으니까 더 맛있고 좋아요",뭉텅 주먹구이 한접시(500g),"저녁식사,캐주얼한"
92,따줘,4.5,134,1,5점,2,2,2,"청국장도 맛나고 고기육즙이 있어 넘 맛있고
깔끔한것이 또 오고싶네요~",뭉텅 주먹구이 한접시(500g),"회식,가성비좋은"
93,밍민,4.8,232,2,3점,1,1,1,"낙지정식 먹었는데 그럭저럭 괜찮았던거 같아요~~
한끼먹기 적당해요",낙지볶음,"점심식사,서민적인"
93,잉치킨,4.3,212,3,3점,1,1,1,소스는 맛있는데...낙지가 너무 안익어서 흐물하지만 않아요ㅠㅠㅜ,낙지비빔밥,"점심식사,술모임,서민적인"
94,먼지님,4.5,532,47,3점,1,1,2,음~~명절 전날 음식하고 지인이 훍염소. 먹자해서 갔는데 첨 먹어봤어요 제  입맛에는 그닥…,흑염소전골,"저녁식사,술모임,주차불가"
94,서나라구,4.5,233,4,3점,1,1,2,"지인이랑 몸보신시켜준대서 갔는데
호불호가 갈릴듯해요
저는불호","흑염소전골,흑염소수육","아이동반,다이어트식단,실버푸드,점심식사,저녁식사,식사모임,술모임,혼밥,혼술,데이트,기념일,가족외식,접대,회식,숨은맛집,서민적인,캐주얼한,격식있는,푸짐한,고급스러운,이국적/이색적,지역주민이찾는,무료주차"
95,낮에뜨는달,4.2,120,0,4점,2,2,2,주차4대 가능하나 골목안에 있어서 차로 오기에 접근성은 좋지 않네요 카페안은 넓고 쾌적합니다,"아메리카노,베초생","차모임,깔끔한,지역주민이찾는,무료주차"
95,우리의나날,4.5,420,2,5점,2,2,2,생일케이크로 쓸 조각케이크샀어요. 요거트케이크였는데 아주 맛도리더라고요!,조각케이크,"간식,캐주얼한"
95,먼지님,4.5,532,47,5점,2,1,2,"여기 케잌빵은 너무 맛나요
진짜 맘에 드네요
자주 먹을것같아요","바닐라크림쉬폰,쇼콜라","배달,고급스러운,무료주차"
95,서나라구,4.5,233,4,5점,2,2,2,"매장크고 케익맛집이에요
가격은 좀 부담이지만 맛있어요!","생크림소프트쉬폰,클래식괴토쇼콜라","차모임,혼카페,데이트,기념일,간식,실버푸드,아이동반,고급스러운,격식있는,예쁜,깔끔한,지역주민이찾는,조용한,무료주차"
95,맛집마니아아,3.7,139,0,3점,1,1,1,신입 직원인지 하나하나 옆에 직원한테 다 물어보면서 결제해주는데..  그냥 옆에와서 좀 도와주면 좋겠다 싶었고 키오스크 있으면 좋겠다 싶었다,아메리카노,"혼카페,데이트,차모임,캐주얼한,무료주차"
95,"다코미식가
ej",4.1,699,50,3점,1,1,2,매장이 넓은데다가 시장쪽으로 통유리가 되어 있어서 환합니다. 옆사람과 부딪칠 걱정 노노. 직원들도 친절하고 기분좋게 쉬다가 커피마시고 왔어요!,콤부차,"차모임,혼카페,간식,깔끔한"
95,Jens day,4.0,906,5,3점,1,1,1,딸기라떼 초코쿠키 고구마스틱 맛있네요 ㅎㅎ 잘 먹고 갑니당!,스트로베리 라떼,"혼카페,캐주얼한"
95,냠냠987,3.7,223,0,3점,1,1,0,직원분들은 그닥 친절하지않지만 콘센트 많고 쾌적해서 노트북 작업하기 좋아요~,"카페라떼 R,스트로베리 아이스박스","아이동반,차모임,혼카페,서민적인,캐주얼한,가성비좋은"
96,안쓰러운샐러드소스,5.0,117,1,5점,2,2,2,저희 동네 명물이에요.. 너무 맛있어요 특히 호떡!!! 꼭 드셔보세요!!,"닭꼬치,흑미호떡,어묵","아이동반,데이트,간식,숨은맛집,서민적인,지역주민이찾는"
96,먼지님,4.5,532,47,5점,2,2,2,"우리동네 오뎅 맛집입니다
오뎅국물이 넘 맛나요
겨울에는 자주갑니다.",오뎅,"저녁식사,서민적인,시끌벅적한,주차불가"
97,야나두,3.6,376,4,5점,2,2,2,"노부부가 운영하시는 새로생긴 붕어빵집인데 여기 붕어빵이 공장처럼 기계식으로 만들어져서 그거보는 재미가 쏠쏠합니다
할아버지말론 기계값이 엄청 비싸다던데..
팥도 부드럽고 맛있어요!",팥붕어빵 2개,"간식,시끌벅적한"
98,다닝12,4.4,424,12,4점,2,1,2,"캔에 담아주셔서 대중교통 이용하기 편함. 
라떼 4,500원으로 가격은 저렴한 편은 아니지만 나름 맛있었음.",아이스라떼,"혼카페,테이크아웃,숨은맛집,깔끔한"
99,건들면물어요,4.6,175,0,4점,1,1,1,소곱창 맛있어요~ 손님이 안많아서 간단하게 먹을 수 있었어요 ㅎ,"모듬곱창,김치볶음밥","저녁식사,혼밥,회식,데이트,서민적인"
